Scheme Code,Scheme Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Net Asset Value,Repurchase Price,Sale Price,Date
101397,Sahara Liquid Fund-Fixed Pricing -  Weekly Dividend Option,,INF515L01064,1027.4373,1027.4373,1027.4373,2018-04-21
101393,Sahara Liquid Fund-Fixed Pricing - Daily Dividend Option,,INF515L01049,1212.7848,1212.7848,1212.7848,2018-04-21
120265,Sahara Liquid Fund-Fixed Pricing - Direct - Weekly Dividend Option,,INF515L01668,1027.4373,1027.4373,1027.4373,2018-04-21
120262,Sahara Liquid Fund-Fixed Pricing - Direct -Growth option,INF515L01650,,2970.8089,2970.8089,2970.8089,2018-04-21
101394,Sahara Liquid Fund-Fixed Pricing - Growth option,INF515L01056,,2967.824,2967.8240,2967.8240,2018-04-21
101398,Sahara Liquid Fund-Fixed Pricing - Monthly Dividend Option,,INF515L01072,1043.3721,1043.3721,1043.3721,2018-04-21
120253,Sahara Liquid Fund-Fixed Pricing -Direct - Daily Dividend Option- Direct,,INF515L01643,1212.7848,1212.7848,1212.7848,2018-04-21
120266,Sahara Liquid Fund-Fixed Pricing -Direct - Monthly Dividend Option,,INF515L01676,1043.3721,1043.3721,1043.3721,2018-04-21
101399,Sahara Liquid Fund-Variable Pricing - Daily Dividend option,,INF515L01080,1222.1013,1222.1013,1222.1013,2018-04-21
101402,Sahara Liquid Fund-Variable Pricing - Growth option,INF515L01114,,3031.0901,3031.0901,3031.0901,2018-04-21
101400,Sahara Liquid Fund-Variable Pricing - Weekly Dividend Option,,INF515L01098,1230.3034,1230.3034,1230.3034,2018-04-21
120271,Sahara Liquid Fund-Variable Pricing -Direct - Daily Dividend option,,INF515L01684,1038.8267,1038.8267,1038.8267,2018-04-21
120280,Sahara Liquid Fund-Variable Pricing -Direct - Growth option,INF515L01718,,3036.4739,3036.4739,3036.4739,2018-04-21
120272,Sahara Liquid Fund-Variable Pricing -Direct - Weekly Dividend Option,,INF515L01692,1230.3034,1230.3034,1230.3034,2018-04-21
