Scheme Code,Scheme Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Net Asset Value,Repurchase Price,Sale Price,Date
102652,ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option,,,12.2006,12.2006,12.2006,2006-10-10
102653,ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option,,,10.5219,10.5219,10.5219,2006-10-10
102654,ABN AMRO  Monthly Income Plan-Regular Plan-Quarterly Dividend Option,,,10.4454,10.4454,10.4454,2006-10-10
102645,ABN AMRO  Short Term Income Fund-Institutional Plan-Daily Dividend Option,,,10.0,10.0,10.0,2006-10-10
102644,ABN AMRO  Short Term Income Fund-Institutional Plan-Growth Option,,,11.2204,11.2204,11.2204,2006-10-10
102646,ABN AMRO  Short Term Income Fund-Institutional Plan-Monthly Dividend Option,,,10.0221,10.0221,10.0221,2006-10-10
102647,ABN AMRO  Short Term Income Fund-Institutional Plan-Weekly Dividend Option,,,10.0091,10.0091,10.0091,2006-10-10
102649,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Daily Dividend Option,,,0.0,0.0,0.0,2006-10-10
102648,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Growth Option,,,10.6407,10.6407,10.6407,2006-10-10
102650,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Monthly Dividend Option,,,0.0,0.0,0.0,2006-10-10
102651,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Weekly Dividend Option,,,0.0,0.0,0.0,2006-10-10
102641,ABN AMRO  Short Term Income Fund-Regular Plan-Growth Option,,,11.1157,11.1157,11.1157,2006-10-10
102642,ABN AMRO  Short Term Income Fund-Regular Plan-Monthly Dividend Option,,,10.0204,10.0204,10.0204,2006-10-10
102643,ABN AMRO  Short Term Income Fund-Regular Plan-Weekly Dividend Option,,,10.0085,10.0085,10.0085,2006-10-10
102622,ABN AMRO Flexi Debt Fund-Regular Plan-Daily Dividend Option,,,10.0001,10.0001,10.0001,2006-10-10
102619,ABN AMRO Flexi Debt Fund-Regular Plan-Growth Option,,,11.088,11.088,11.088,2006-10-10
102621,ABN AMRO Flexi Debt Fund-Regular Plan-Half-Yearly Dividend Option,,,10.0643,10.0643,10.0643,2006-10-10
102620,ABN AMRO Flexi Debt Fund-Regular Plan-Quarterly Dividend Option,,,10.0698,10.0698,10.0698,2006-10-10
102623,ABN AMRO Flexi Debt Fund-Regular Plan-Weekly Dividend Option,,,10.004,10.004,10.004,2006-10-10
103291,ABN AMRO Money Plus Fund-Institutional Plan-Growth Option,,,10.627,10.627,10.627,2006-10-10
103293,ABN AMRO Money Plus Fund-Institutional Plan-Monthly Dividend Option,,,10.0244,10.0244,10.0244,2006-10-10
103292,ABN AMRO Money Plus Fund-Institutional Plan-Weekly Dividend Option,,,10.0099,10.0099,10.0099,2006-10-10
103288,ABN AMRO Money Plus Fund-Regular Plan-Growth Option,,,10.5869,10.5869,10.5869,2006-10-10
103290,ABN AMRO Money Plus Fund-Regular Plan-Monthly Dividend Option,,,10.0241,10.0241,10.0241,2006-10-10
103289,ABN AMRO Money Plus Fund-Regular Plan-Weekly Dividend Option,,,10.0098,10.0098,10.0098,2006-10-10
102855,Birla Sun Life Fixed Maturity Plan - Annual  Series 3-Dividend,,,10.539,10.3282,10.539,2006-10-10
102856,Birla Sun Life Fixed Maturity Plan - Annual  Series 3-Growth,,,11.2752,11.0497,11.2752,2006-10-10
102754,Birla Sun Life Fixed Maturity Plan - Annual Series 1-Dividend,,,10.0,9.8,10.0,2006-10-10
102755,Birla Sun Life Fixed Maturity Plan - Annual Series 1-Growth,,,11.2163,10.992,11.2163,2006-10-10
102682,Birla Sun Life Fixed Maturity Plan - Quarterly Series II-Dividend,,,10.0536,9.8525,10.0536,2006-10-10
102683,Birla Sun Life Fixed Maturity Plan - Quarterly Series II-Growth,,,11.3228,11.0963,11.3228,2006-10-10
100970,Aditya Birla Sun Life MIP - Regular Plan - Growth,INF209K01694,,18.6794,18.5673,18.6794,2006-10-10
100971,Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend,INF209K01702,,11.0788,11.0123,11.0788,2006-10-10
100972,Aditya Birla Sun Life MIP - Regular Plan - Monthly Payment,INF209K01710,,18.6794,18.5673,18.6794,2006-10-10
101713,Aditya Birla Sun Life MIP II - Saving 5 Plan - Growth - Regular Plan,INF209K01728,,11.3454,11.3454,11.3454,2006-10-10
101711,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Regular Plan,INF209K01736,INF209K01DE3,10.1773,10.1773,10.1773,2006-10-10
101712,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Growth /Payment,INF209K01744,,11.3454,11.3454,11.3454,2006-10-10
103184,Aditya Birla Sun Life Monthly Income - Dividend - Regular Plan,INF209K01AX9,INF209K01DX3,10.7283,10.621,10.7283,2006-10-10
103185,Aditya Birla Sun Life Monthly Income - Growth - Regular Plan,INF209K01AZ4,,24.5504,24.3049,24.5504,2006-10-10
103186,Aditya Birla Sun Life Monthly Income - Quarterly Dividend - Regular Plan,INF209K01AY7,INF209K01DY1,11.1049,10.9939,11.1049,2006-10-10
102670,BARODA PIONEER CHILDREN FUND-GIFT PLAN,,,10.4612,10.3566,10.4612,2006-10-10
100576,DBS Chola Freedom Income -Short Term Fund-Cum- Institutional Plan,,,11.6074,11.6074,11.6074,2006-10-10
100575,DBS Chola Freedom Income -Short Term Fund-Regular - Cumulative,,,11.471,11.471,11.471,2006-10-10
100574,DBS Chola Freedom Income -Short Term Fund-Regular-Monthly Dividend,,,10.9348,10.9348,10.9348,2006-10-10
101192,DBS Chola Freedom Income-STF Regular-Semi Annual Dividend,,,11.3798,11.3798,11.3798,2006-10-10
101958,DBS Chola Liquid Fund - Institutional Plus Weekly Dividend,,,11.9138,11.9138,11.9138,2006-10-10
102019,DBS Chola Monthly Income Plan -Reg.-Quarterly Dividend Plan,,,10.4754,10.4754,10.4754,2006-10-10
102018,DBS Chola Monthly Income Plan -Regular - Cumulative Plan,,,12.9438,12.9438,12.9438,2006-10-10
101895,DBS Chola Monthly Income Plan-Regular-Monthly Dividend Plan,,,10.3163,10.3163,10.3163,2006-10-10
103137,DBS Chola Short Term Floating Rate Fund-Cumulative,,,10.7492,10.7492,10.7492,2006-10-10
103134,DBS Chola Short Term Floating Rate Fund-Dividend-Daily,,,10.0154,10.0154,10.0154,2006-10-10
103136,DBS Chola Short Term Floating Rate Fund-Dividend-Monthly,,,10.1958,10.1958,10.1958,2006-10-10
103135,DBS Chola Short Term Floating Rate Fund-Dividend-Weekly,,,10.2125,10.2125,10.2125,2006-10-10
100567,DBS Chola Triple Ace-Regular - Quarterly Dividend,,,11.2458,11.2458,11.2458,2006-10-10
100563,DBS Chola Triple Ace-Regular -Cumulative,,,23.8844,23.8844,23.8844,2006-10-10
100573,DBS Chola Triple Ace-Regular Bonus,,,13.2711,13.2711,13.2711,2006-10-10
100569,DBS Chola Triple Ace-Semi Annual Dividend,,,11.5577,11.5577,11.5577,2006-10-10
101784,DBS CholaFreedom Income-STF-Institutional Monthly Dividend,,,10.9347,10.9347,10.9347,2006-10-10
104234,DWS Low Duration Fund - Regular Plan - Daily Dividend,,INF223J01CK5,10.0259,10.0109,10.0259,2006-10-10
103591,DWS Low Duration Fund - Regular Plan - Growth,INF223J01CL3,,10.4247,10.4091,10.4247,2006-10-10
103590,DWS Low Duration Fund - Regular Plan - Monthly Dividend,INF223J01CM1,INF223J01CN9,10.1047,10.0895,10.1047,2006-10-10
103592,DWS Low Duration Fund - Regular Plan - Weekly Dividend,INF223J01CO7,INF223J01CP4,10.0365,10.0214,10.0365,2006-10-10
101731,DWS Premier Bond Fund - Annual Dividend,INF223J01CY6,INF223J01CZ3,10.7853,10.7314,10.7853,2006-10-10
101732,DWS Premier Bond Fund - Growth,INF223J01DB2,,12.0279,12.0279,12.2685,2006-10-10
101730,DWS Premier Bond Fund - Monthly Dividend,INF223J01DC0,INF223J01DD8,10.6121,10.559,10.6121,2006-10-10
101729,DWS Premier Bond Fund - Quarterly Dividend,INF223J01DE6,INF223J01DF3,10.28,10.2286,10.28,2006-10-10
101627,DWS Short Maturity Fund - Growth,INF223J01DT4,,12.241,12.241,12.241,2006-10-10
101625,DWS Short Maturity Fund - Monthly Dividend,INF223J01DU2,INF223J01DV0,10.1435,10.1435,10.1435,2006-10-10
101626,DWS Short Maturity Fund - Weekly Dividend,INF223J01DX6,INF223J01DY4,10.2425,10.2425,10.2425,2006-10-10
103275,DSP BlackRock Income Opportunities Fund - Institutional Plan-Daily Dividend Reinvest,,,1001.06,1001.06,1001.06,2006-10-10
103277,DSP BlackRock Income Opportunities Fund - Institutional Plan-Growth,INF740K01FN3,,1059.6146,1059.6146,1059.6146,2006-10-10
103276,DSP BlackRock Income Opportunities Fund - Institutional Plan-Weekly Dividend Reinvest,,,1001.7955,1001.7955,1001.7955,2006-10-10
101742,DSP BlackRock Savings Manager Fund - Moderate-Growth,,,14.6381,14.6381,14.6381,2006-10-10
101743,DSP BlackRock Savings Manager Fund - Moderate-Monthly Dividend,,,10.8701,10.8701,10.8701,2006-10-10
101744,DSP BlackRock Savings Manager Fund - Moderate-Quarterly Dividend,,,11.0841,11.0841,11.0841,2006-10-10
104143,DSP BlackRock Ultra Short Fund - Institutional Plan - Daily Dividend Reinvest,,,1000.2,1000.2,1000.2,2006-10-10
104142,DSP BlackRock Ultra Short Fund - Institutional Plan - Growth,INF740K01FS2,,1013.5295,1013.5295,1013.5295,2006-10-10
104141,DSP BlackRock Ultra Short Fund - Institutional Plan - Weekly Dividend,,,1000.9675,1000.9675,1000.9675,2006-10-10
104220,Fidelity Flexi Bond Fund - Institutional Plan Dividend Option,,,10.0334,10.0334,10.0334,2006-10-10
104219,Fidelity Flexi Bond Fund - Institutional Plan Growth Option,,,10.0849,10.0849,10.0849,2006-10-10
104218,Fidelity Flexi Bond Fund - Retail Plan Dividend Option,,,10.0325,10.0325,10.0325,2006-10-10
104217,Fidelity Flexi Bond Fund - Retail Plan Growth Option,,,10.0826,10.0826,10.0826,2006-10-10
100551,Templeton India Childrenâs Asset Plan-Education Plan,INF090I01AF4,,24.2233,24.2233,24.4655,2006-10-10
100553,Templeton India Childrenâs Asset Plan-Gift Plan - Dividend,INF090I01AG2,INF090I01AH0,27.9186,27.9186,28.3374,2006-10-10
100552,Templeton India Childrenâs Asset Plan-Gift Plan - Growth,INF090I01AI8,,27.9186,27.9186,28.3374,2006-10-10
101430,HDFC Regular Savings Fund-GROWTH,INF179K01AY2,,13.0295,12.9969,13.0295,2006-10-10
101431,HDFC Regular Savings Fund-Monthly Dividend Option,INF179K01AW6,INF179K01AX4,10.3407,10.3148,10.3407,2006-10-10
102257,HSBC MIP - Regular -  Dividend - Monthly,INF336L01057,INF336L01065,10.5049,10.4524,10.5049,2006-10-10
102258,HSBC MIP - Regular - Dividend - Quarterly,INF336L01073,INF336L01081,10.6132,10.5601,10.6132,2006-10-10
102259,HSBC MIP - Regular - Growth,INF336L01040,,11.9653,11.9055,11.9653,2006-10-10
103062,ICICI Prudential Blended Plan B -  Dividend Option - I,INF109K01EA1,INF109K01AQ5,10.2396,10.1884,10.2396,2006-10-10
103061,ICICI Prudential Blended Plan B -  Growth Option - I,INF109K01AR3,,10.8918,10.8374,10.8918,2006-10-10
103064,ICICI Prudential Blended Plan B Institutional Dividend Option - II,INF109K01VY5,INF109K01VX7,10.2792,10.2278,10.2792,2006-10-10
101098,ICICI Prudential Child Care Plan Study - Cumulative,INF109K01597,,18.6428,18.4564,18.9224,2006-10-10
102421,ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Institutional,,,11.1977,10.9178,11.1977,2006-10-10
102423,ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Institutional Dividend - 1,,,10.3225,10.0645,10.3225,2006-10-10
102425,ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Institutional Growth - 1,,,10.3329,10.0746,10.3329,2006-10-10
102416,ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Retail,,,11.1341,10.8558,11.1341,2006-10-10
102422,ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Retail Dividend - 1,,,10.3239,10.0658,10.3239,2006-10-10
102424,ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Retail Growth - 1,,,10.3239,10.0658,10.3239,2006-10-10
102078,ICICI Prudential FMP Series 5-FMP Yearly Series 5-Institutional Dividend-1,,,10.34,10.1849,10.34,2006-10-10
102073,ICICI Prudential FMP Series 5-FMP Yearly Series 5-Institutional Growth,,,11.166,10.9985,11.166,2006-10-10
102077,ICICI Prudential FMP Series 5-FMP Yearly Series 5-Institutional Growth-1,,,10.3494,10.1941,10.3494,2006-10-10
102072,ICICI Prudential FMP Series 5-FMP Yearly Series 5-Retail Dividend,,,11.1263,10.9594,11.1263,2006-10-10
102076,ICICI Prudential FMP Series 5-FMP Yearly Series 5-Retail Dividend-1,,,10.3394,10.1843,10.3394,2006-10-10
102071,ICICI Prudential FMP Series 5-FMP Yearly Series 5-Retail Growth,,,11.1263,10.9594,11.1263,2006-10-10
102075,ICICI Prudential FMP Series 5-FMP Yearly Series 5-Retail Growth-1,,,10.3394,10.1843,10.3394,2006-10-10
102587,ICICI Prudential FMP-15 Month - Series 25-Institutional Plan-Cumulative Option,,,11.2436,11.0187,11.2436,2006-10-10
102585,ICICI Prudential FMP-15 Month - Series 25-Retail Plan-Cumulative Option,,,11.1603,10.9371,11.1603,2006-10-10
100955,ICICI Prudential MIP - Dividend Half Yearly,INF109K01FG5,INF109K01548,11.614,11.5559,11.614,2006-10-10
100953,ICICI Prudential MIP - Dividend Monthly,INF109K01FH3,INF109K01522,11.5097,11.4521,11.5097,2006-10-10
100954,ICICI Prudential MIP - Dividend Quarterly,INF109K01FI1,INF109K01530,11.828,11.7688,11.828,2006-10-10
100952,ICICI Prudential MIP - Growth,INF109K01555,,18.3779,18.286,18.3779,2006-10-10
102223,ING Dynamic Duration Fund-Annual Dividend Option,,,10.4679,10.4679,10.4679,2006-10-10
102231,ING Dynamic Duration Fund-Bonus Option,,,11.34,11.34,11.34,2006-10-10
102222,ING Dynamic Duration Fund-Growth Option,,,11.34,11.34,11.34,2006-10-10
102226,ING Dynamic Duration Fund-Half Yearly Dividend Option,,,10.131,10.131,10.131,2006-10-10
102224,ING Dynamic Duration Fund-Monthly Dividend Option,,,10.1152,10.1152,10.1152,2006-10-10
102225,ING Dynamic Duration Fund-Quarterly Dividend Option,,,10.1545,10.1545,10.1545,2006-10-10
100180,ING Income Fund- Regular Plan - Dividend Option (Annual),INF084M01762,INF084M01770,10.5099,10.5099,10.5099,2006-10-10
100185,ING Income Fund-Bonus Option,,,10.8933,10.8933,10.8933,2006-10-10
100186,ING Income Fund-Institutional Bonus Option,,,11.0917,11.0917,11.0917,2006-10-10
100182,ING Income Fund-Institutional Plan - Dividend Option (Half Yearly),INF084M01812,INF084M01820,10.0,10.0,10.0,2006-10-10
100183,ING Income Fund-Institutional Plan - Dividend Option (Quarterly),INF084M01796,INF084M01804,10.0,10.0,10.0,2006-10-10
100187,ING Income Fund-Institutional Plan - Growth Option,INF084M01788,,18.5284,18.5284,18.5284,2006-10-10
100184,ING Income Fund-Institutional Plan -Dividend Option (Annual),INF084M01838,INF084M01846,10.5019,10.5019,10.5019,2006-10-10
100179,ING Income Fund-Regular Plan -Dividend Option (Half Yearly),INF084M01747,INF084M01754,10.1737,10.1737,10.1737,2006-10-10
100178,ING Income Fund-Regular Plan -Dividend Option (Quarterly),INF084M01721,INF084M01739,10.1536,10.1536,10.1536,2006-10-10
100181,ING Income Fund-Regular Plan -Growth Option,INF084M01713,,17.8658,17.8658,17.8658,2006-10-10
102236,ING MIP Fund-Annual Dividend Option,INF084M01994,INF084M01AA0,10.6186,10.6186,10.6186,2006-10-10
102240,ING MIP Fund-Bonus Option,,,11.7847,11.7847,11.7847,2006-10-10
102232,ING MIP Fund-Growth Option,INF084M01929,,11.7847,11.7847,11.7847,2006-10-10
102235,ING MIP Fund-Half Yearly Dividend Option,INF084M01978,INF084M01986,10.3686,10.3686,10.3686,2006-10-10
102233,ING MIP Fund-Monthly Dividend Option,INF084M01937,INF084M01945,10.5336,10.5336,10.5336,2006-10-10
102234,ING MIP Fund-Quarterly Dividend Option,INF084M01952,INF084M01960,10.5075,10.5075,10.5075,2006-10-10
102714,ING Select Debt Fund-Annual Dividend Option,,,10.3216,10.3216,10.3216,2006-10-10
102715,ING Select Debt Fund-Bonus Option,,,11.0009,11.0009,11.0009,2006-10-10
102711,ING Select Debt Fund-Growth Option,,,11.0009,11.0009,11.0009,2006-10-10
102713,ING Select Debt Fund-Half Yearly Dividend Option,,,10.1787,10.1787,10.1787,2006-10-10
102712,ING Select Debt Fund-Quarterly Dividend Option,,,10.149,10.149,10.149,2006-10-10
101550,ING Short Term Income Fund -Dividend Option,INF084M01697,INF084M01705,11.1927,11.1927,11.1927,2006-10-10
101288,ING Short Term Income Fund-Growth Option,INF084M01689,,12.84,12.84,12.84,2006-10-10
102904,JM Equity & Derivative Fund-Bonus-Bonus option,,,10.3149,10.3149,10.3149,2006-10-10
