Scheme Code,Scheme Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Net Asset Value,Repurchase Price,Sale Price,Date
102652,ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option,,,12.4382,12.4382,12.4382,2006-11-10
102653,ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option,,,10.6458,10.6458,10.6458,2006-11-10
102654,ABN AMRO  Monthly Income Plan-Regular Plan-Quarterly Dividend Option,,,10.6488,10.6488,10.6488,2006-11-10
102645,ABN AMRO  Short Term Income Fund-Institutional Plan-Daily Dividend Option,,,10.0,10.0,10.0,2006-11-10
102644,ABN AMRO  Short Term Income Fund-Institutional Plan-Growth Option,,,11.2832,11.2832,11.2832,2006-11-10
102646,ABN AMRO  Short Term Income Fund-Institutional Plan-Monthly Dividend Option,,,10.0206,10.0206,10.0206,2006-11-10
102647,ABN AMRO  Short Term Income Fund-Institutional Plan-Weekly Dividend Option,,,10.0035,10.0035,10.0035,2006-11-10
102649,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Daily Dividend Option,,,10.0,10.0,10.0,2006-11-10
102648,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Growth Option,,,10.701,10.701,10.701,2006-11-10
102650,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Monthly Dividend Option,,,0.0,0.0,0.0,2006-11-10
102651,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Weekly Dividend Option,,,0.0,0.0,0.0,2006-11-10
102641,ABN AMRO  Short Term Income Fund-Regular Plan-Growth Option,,,11.1738,11.1738,11.1738,2006-11-10
102642,ABN AMRO  Short Term Income Fund-Regular Plan-Monthly Dividend Option,,,10.0202,10.0202,10.0202,2006-11-10
102643,ABN AMRO  Short Term Income Fund-Regular Plan-Weekly Dividend Option,,,10.0017,10.0017,10.0017,2006-11-10
102622,ABN AMRO Flexi Debt Fund-Regular Plan-Daily Dividend Option,,,10.0,10.0,10.0,2006-11-10
102619,ABN AMRO Flexi Debt Fund-Regular Plan-Growth Option,,,11.2025,11.2025,11.2025,2006-11-10
102621,ABN AMRO Flexi Debt Fund-Regular Plan-Half-Yearly Dividend Option,,,10.1684,10.1684,10.1684,2006-11-10
102620,ABN AMRO Flexi Debt Fund-Regular Plan-Quarterly Dividend Option,,,10.1742,10.1742,10.1742,2006-11-10
102623,ABN AMRO Flexi Debt Fund-Regular Plan-Weekly Dividend Option,,,10.0019,10.0019,10.0019,2006-11-10
103291,ABN AMRO Money Plus Fund-Institutional Plan-Growth Option,,,10.6929,10.6929,10.6929,2006-11-10
103293,ABN AMRO Money Plus Fund-Institutional Plan-Monthly Dividend Option,,,10.024,10.024,10.024,2006-11-10
103292,ABN AMRO Money Plus Fund-Institutional Plan-Weekly Dividend Option,,,10.0021,10.0021,10.0021,2006-11-10
103288,ABN AMRO Money Plus Fund-Regular Plan-Growth Option,,,10.6522,10.6522,10.6522,2006-11-10
103290,ABN AMRO Money Plus Fund-Regular Plan-Monthly Dividend Option,,,10.0262,10.0262,10.0262,2006-11-10
103289,ABN AMRO Money Plus Fund-Regular Plan-Weekly Dividend Option,,,10.0021,10.0021,10.0021,2006-11-10
102855,Birla Sun Life Fixed Maturity Plan - Annual  Series 3-Dividend,,,10.5931,10.3812,10.5931,2006-11-10
102856,Birla Sun Life Fixed Maturity Plan - Annual  Series 3-Growth,,,11.3331,11.1064,11.3331,2006-11-10
102754,Birla Sun Life Fixed Maturity Plan - Annual Series 1-Dividend,,,10.0615,9.8603,10.0615,2006-11-10
102755,Birla Sun Life Fixed Maturity Plan - Annual Series 1-Growth,,,11.2853,11.0596,11.2853,2006-11-10
102682,Birla Sun Life Fixed Maturity Plan - Quarterly Series II-Dividend,,,10.1162,9.9139,10.1162,2006-11-10
102683,Birla Sun Life Fixed Maturity Plan - Quarterly Series II-Growth,,,11.3932,11.1653,11.3932,2006-11-10
