Scheme Code,Scheme Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Net Asset Value,Repurchase Price,Sale Price,Date
108794,IDFC Liquid Fund - Daily Dividend,INF194K01GJ9,INF194K01GI1,1000.2100,1000.2100,1000.2100,2010-01-09
108793,IDFC Liquid Fund - Growth,INF194K01GE0,,1280.3686,1280.3686,1280.3686,2010-01-09
108796,IDFC Liquid Fund - Monthly Dividend,INF194K01GG5,INF194K01GF7,1004.3629,1004.3629,1004.3629,2010-01-09
108795,IDFC Liquid Fund-Weekly Dividend,INF194K01GM3,INF194K01GL5,1001.2796,1001.2796,1001.2796,2010-01-09
111928,IDFC Liquid Fund  Plan D- Growth,INF194K01GR2,,10.2753,10.2753,10.2753,2010-01-09
100198,ING Liquid Fund-Institutional Daily Dividend Option,INF084M01473,,10.0121,10.0121,10.0121,2010-01-09
100196,ING Liquid Fund-Institutional Growth Option,INF084M01465,,14.3130,14.3130,14.3130,2010-01-09
100197,ING Liquid Fund-Institutional Weekly Dividend Option,INF084M01499,INF084M01481,10.0587,10.0587,10.0587,2010-01-09
100192,ING Liquid Fund-Regular Daily Dividend Option,INF084M01432,,10.7873,10.7873,10.7873,2010-01-09
100190,ING Liquid Fund-Regular Growth Option,INF084M01424,,19.1140,19.1140,19.1140,2010-01-09
100191,ING Liquid Fund-Regular Weekly Dividend Option,INF084M01457,INF084M01440,10.8291,10.8291,10.8291,2010-01-09
100200,ING Liquid Fund-Super Institutional Daily Dividend Option,INF084M01515,,10.0048,10.0048,10.0048,2010-01-09
100199,ING Liquid Fund-Super Institutional Growth Option,INF084M01507,,13.6044,13.6044,13.6044,2010-01-09
100201,ING Liquid Fund-Super Institutional Weekly Dividend Option,INF084M01531,INF084M01523,10.0000,10.0000,10.0000,2010-01-09
106513,PineBridge India Liquid Fund- Standard Plan-Daily Dividend Option,,INF178L01699,1001.0000,1001.0000,1001.0000,2010-01-09
106508,PineBridge India Liquid Fund- Standard Plan-Growth Option,INF178L01715,,1176.0369,1176.0369,1176.0369,2010-01-09
106509,PineBridge India Liquid Fund- Standard Plan-Weekly Dividend Option,,INF178L01764,1001.5151,1001.5151,1001.5151,2010-01-09
106506,PineBridge India Liquid Fund-Institutional Plan-Daily Dividend Option,,INF178L01616,1001.0000,1001.0000,1001.0000,2010-01-09
106511,PineBridge India Liquid Fund-Institutional Plan-Growth Option,INF178L01632,,1173.3285,1173.3285,1173.3285,2010-01-09
106507,PineBridge India Liquid Fund-Institutional Plan-Weekly Dividend Option,,INF178L01681,1001.5016,1001.5016,1001.5016,2010-01-09
106503,PineBridge India Liquid Fund-Retail Plan-DailyDividend Option,,INF178L01533,1001.0000,1001.0000,1001.0000,2010-01-09
106514,PineBridge India Liquid Fund-Retail Plan-Growth Option,INF178L01558,,1165.0252,1165.0252,1165.0252,2010-01-09
106504,PineBridge India Liquid Fund-Retail Plan-Monthly Dividend Option,INF178L01566,INF178L01574,1002.0132,1002.0132,1002.0132,2010-01-09
106516,PineBridge India Liquid Fund-Retail Plan-Quarterly Dividend Option,INF178L01582,INF178L01590,1002.0135,1002.0135,1002.0135,2010-01-09
106510,PineBridge India Liquid Fund-Retail Plan-Weekly Dividend Option,,INF178L01608,1001.4604,1001.4604,1001.4604,2010-01-09
101397,Sahara Liquid Fund-Fixed Pricing -  Weekly Dividend Option,,INF515L01064,1026.2355,1026.2355,1026.2355,2010-01-09
101393,Sahara Liquid Fund-Fixed Pricing - Daily Dividend Option,,INF515L01049,1024.9045,1024.9045,1024.9045,2010-01-09
101394,Sahara Liquid Fund-Fixed Pricing - Growth option,INF515L01056,,1650.6280,1650.6280,1650.6280,2010-01-09
101398,Sahara Liquid Fund-Fixed Pricing - Monthly Dividend Option,,INF515L01072,1026.5244,1026.5244,1026.5244,2010-01-09
101399,Sahara Liquid Fund-Variable Pricing - Daily Dividend option,,INF515L01080,1024.9262,1024.9262,1024.9262,2010-01-09
101402,Sahara Liquid Fund-Variable Pricing - Growth option,INF515L01114,,1663.3779,1663.3779,1663.3779,2010-01-09
101400,Sahara Liquid Fund-Variable Pricing - Weekly Dividend Option,,INF515L01098,1024.9241,1024.9241,1024.9241,2010-01-09
101401,Sahara Liquid Fund-Variable Pricing- Monthly Dividend Option,,INF515L01106,1026.8368,1026.8368,1026.8368,2010-01-09
