Scheme Code,Scheme Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Net Asset Value,Repurchase Price,Sale Price,Date
102342,GCF-Plan C-Daily Dividend,,,10.0005,10.0005,10.0005,2007-02-16
102340,GCF-Plan C-Growth,,,11.7184,11.7184,11.7184,2007-02-16
102343,GCF-Plan C-Monthly Dividend,,,0.0,0.0,0.0,2007-02-16
102341,GCF-Plan C-weekly Dividend,,,10.0,10.0,10.0,2007-02-16
101780,GCF Daily-Dividend(Institutional Plan),,,10.5816,10.5816,10.5816,2007-02-16
101760,GCF Dividend-Weekly(Institutional Plan),,,10.2995,10.2995,10.2995,2007-02-16
102348,GFRF-Plan C-Daily Dividend,,,10.0005,10.0005,10.0005,2007-02-16
102347,GFRF-Plan C-Growth,,,11.7243,11.7243,11.7243,2007-02-16
102350,GFRF-Plan C-Monthly Divdend,,,0.0,0.0,0.0,2007-02-16
102349,GFRF-Plan C-Weekly Dividend,,,0.0,0.0,0.0,2007-02-16
101947,GFRF (Daily - Dividind),,,10.0699,10.0699,10.0699,2007-02-16
101948,GFRF (Dividend - Weekly),,,10.0669,10.0669,10.0669,2007-02-16
101773,GFRF - Growth(Institutional Plan),,,12.1508,12.1508,12.1508,2007-02-16
101774,GFRF Dividend-Daily (Institutional Plan),,,10.0703,10.0703,10.0703,2007-02-16
101776,GFRF Dividend-Monthly(Institutional Plan),,,10.032,10.032,10.032,2007-02-16
101775,GFRF Dividend-Weekly(Institutional Plan),,,10.0914,10.0914,10.0914,2007-02-16
101100,Grindlays Cash Fund-Dividend (Daily),,,10.5819,10.5819,10.5819,2007-02-16
101099,Grindlays Cash Fund-Growth,,,13.677,13.677,13.677,2007-02-16
101319,Grindlays Cash Fund - Dividend (Weekly),,,10.1915,10.1915,10.1915,2007-02-16
101632,Grindlays Cash Fund - Plan B (D) (Institutional Plan),,,0.0,0.0,0.0,2007-02-16
101248,Grindlays Cash Fund - Plan B (G) (Institutional Plan),,,13.7479,13.7479,13.7479,2007-02-16
101294,Birla Sun Life Cash Plus Sweep Plan-Dividend Option,,,10.0536,10.0536,10.0536,2007-02-16
100194,ING Liquid Fund-Auto Sweep Growth Option,,,10.0,10.0,10.0,2007-02-16
100195,ING Liquid Fund-Auto Sweep Weekly Dividend Option,,,10.0,10.0,10.0,2007-02-16
100198,ING Liquid Fund-Institutional Daily Dividend Option,INF084M01473,,10.012,10.012,10.012,2007-02-16
100196,ING Liquid Fund-Institutional Growth Option,INF084M01465,,11.6637,11.6637,11.6637,2007-02-16
100197,ING Liquid Fund-Institutional Weekly Dividend Option,INF084M01499,INF084M01481,10.0621,10.0621,10.0621,2007-02-16
100192,ING Liquid Fund-Regular Daily Dividend Option,INF084M01432,,10.787,10.787,10.787,2007-02-16
100190,ING Liquid Fund-Regular Growth Option,INF084M01424,,15.7262,15.7262,15.7262,2007-02-16
100191,ING Liquid Fund-Regular Weekly Dividend Option,INF084M01457,INF084M01440,10.8328,10.8328,10.8328,2007-02-16
100200,ING Liquid Fund-Super Institutional Daily Dividend Option,INF084M01515,,10.0045,10.0045,10.0045,2007-02-16
100199,ING Liquid Fund-Super Institutional Growth Option,INF084M01507,,11.0397,11.0397,11.0397,2007-02-16
100201,ING Liquid Fund-Super Institutional Weekly Dividend Option,INF084M01531,INF084M01523,10.0927,10.0927,10.0927,2007-02-16
101397,Sahara Liquid Fund-Fixed Pricing -  Weekly Dividend Option,,INF515L01064,1024.9713,1024.9713,1024.9713,2007-02-16
101393,Sahara Liquid Fund-Fixed Pricing - Daily Dividend Option,,INF515L01049,1024.7319,1024.7319,1024.7319,2007-02-16
101394,Sahara Liquid Fund-Fixed Pricing - Growth option,INF515L01056,,1329.0499,1329.0499,1329.0499,2007-02-16
101398,Sahara Liquid Fund-Fixed Pricing - Monthly Dividend Option,,INF515L01072,1028.7088,1028.7088,1028.7088,2007-02-16
101399,Sahara Liquid Fund-Variable Pricing - Daily Dividend option,,INF515L01080,1024.7448,1024.7448,1024.7448,2007-02-16
101402,Sahara Liquid Fund-Variable Pricing - Growth option,INF515L01114,,1333.0994,1333.0994,1333.0994,2007-02-16
101400,Sahara Liquid Fund-Variable Pricing - Weekly Dividend Option,,INF515L01098,1024.9292,1024.9292,1024.9292,2007-02-16
101401,Sahara Liquid Fund-Variable Pricing- Monthly Dividend Option,,INF515L01106,1029.3886,1029.3886,1029.3886,2007-02-16
102960,Z-OLD-SBI Magnum Inst. Income Fund -  Savings - Fortnightly(D)(Upto 22/03/07) Renamed as SBI Premier Liquid Fund,,,10.1017,10.1017,10.1017,2007-02-16
102870,Z-OLD-SBI Magnum Inst. Income Fund -  Savings - Wkly(D)(Upto 22/03/07) Renamed as SBI Premier Liquid Fund,,,10.5758,10.5758,10.5758,2007-02-16
102058,SBI Magnum Institutional Income Fund - Savings - Dividend(Upto 22/03/07) Renamed as SBI Premier Liquid Fund,,,10.0325,10.0325,10.0325,2007-02-16
101929,SBI Magnum Institutional Income Fund - Savings - Growth(Upto 22/03/07) Renamed as SBI Premier Liquid Fund,,,11.9406,11.9406,11.9406,2007-02-16
103525,Standard Chartered Liquidity Manager (SCLM)-A-Dividend Daily,,,10.001,10.001,10.001,2007-02-16
103527,Standard Chartered Liquidity Manager (SCLM)-A-Dividend Monthly,,,10.0313,10.0313,10.0313,2007-02-16
103526,Standard Chartered Liquidity Manager (SCLM)-A-Dividend Weekly,,,10.0015,10.0015,10.0015,2007-02-16
103524,Standard Chartered Liquidity Manager (SCLM)-A-Growth,,,10.6676,10.6676,10.6676,2007-02-16
103598,Standard Chartered Liquidity Manager Plus-A-Dividend Daily,,,1000.1,1000.1,1000.1,2007-02-16
103600,Standard Chartered Liquidity Manager Plus-A-Dividend Monthly,,,1003.5399,1003.5399,1003.5399,2007-02-16
103599,Standard Chartered Liquidity Manager Plus-A-Dividend Weekly,,,1000.1,1000.1,1000.1,2007-02-16
103597,Standard Chartered Liquidity Manager Plus-A-Growth,,,1063.9180000000001,1063.9180000000001,1063.9180000000001,2007-02-16
100561,Templeton India Money Market Account - Bonus Plan,,,1.0,1.0,1.0,2007-02-16
104554,Templeton India Money Market Account - Dividend Plan,,,1.0,1.0,1.0,2007-02-16
101630,Grindlays Floating Rate Fund - Growth,,,12.3037,12.3037,12.3037,2007-02-16
