Scheme Code,Scheme Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Net Asset Value,Repurchase Price,Sale Price,Date
120704,Aditya Birla Sun Life MIP - Direct Plan - Growth,INF209K01XB7,,47.2979,46.8249,47.2979,2017-07-31
119640,Aditya Birla Sun Life MIP - Direct Plan - Monthly Dividend,INF209K01R21,,14.1147,13.9736,14.1147,2017-07-31
100970,Aditya Birla Sun Life MIP - Regular Plan - Growth,INF209K01694,,46.0669,45.6062,46.0669,2017-07-31
100971,Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend,INF209K01702,,12.6570,12.5304,12.6570,2017-07-31
101713,Aditya Birla Sun Life MIP II - Saving 5 Plan - Growth - Regular Plan,INF209K01728,,32.5894,32.2635,32.5894,2017-07-31
120706,Aditya Birla Sun Life MIP II - Savings 5 Plan - Growth / Payment - Direct Plan,INF209K01XE1,,33.2600,32.9274,33.2600,2017-07-31
120549,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Direct Plan,INF209K01R39,,14.1435,14.0021,14.1435,2017-07-31
101711,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Regular Plan,INF209K01736,INF209K01DE3,13.3995,13.2655,13.3995,2017-07-31
103184,Aditya Birla Sun Life Monthly Income - Dividend - Regular Plan,INF209K01AX9,INF209K01DX3,12.9055,12.7764,12.9055,2017-07-31
120572,Aditya Birla Sun Life Monthly Income - Growth - Direct Plan,INF209K01YH2,,66.6549,65.9884,66.6549,2017-07-31
103185,Aditya Birla Sun Life Monthly Income - Growth - Regular Plan,INF209K01AZ4,,64.5674,63.9217,64.5674,2017-07-31
120574,Aditya Birla Sun Life Monthly Income - Quarterly Dividend - Direct Plan,INF209K01S20,,13.2833,13.1505,13.2833,2017-07-31
103186,Aditya Birla Sun Life Monthly Income - Quarterly Dividend - Regular Plan,INF209K01AY7,INF209K01DY1,12.5295,12.4042,12.5295,2017-07-31
120573,Aditya Birla Sun Life Monthly Income- Dividend - Direct Plan,INF209KA1LG5,INF209K01YF6,14.0629,13.9223,14.0629,2017-07-31
118302,Canara Robeco InDiGo Fund - Direct Plan - Growth,INF760K01FJ9,,15.2225,15.2225,15.2225,2017-07-31
118303,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,INF760K01FK7,INF760K01FL5,11.1490,11.1490,11.1490,2017-07-31
113101,Canara Robeco InDiGo Fund - Regular Plan - Growth,INF760K01AJ0,,14.7659,14.7659,14.7659,2017-07-31
113100,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,INF760K01AK8,INF760K01AL6,10.4534,10.4534,10.4534,2017-07-31
118312,Canara Robeco Short Term Fund- Direct Plan - Growth,INF760K01GH1,,19.1740,19.1740,19.1740,2017-07-31
118313,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,INF760K01GI9,INF760K01GJ7,10.1241,10.1241,10.1241,2017-07-31
118314,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,,INF760K01GK5,10.1309,10.1309,10.1309,2017-07-31
111883,Canara Robeco Short Term Fund- Regular Plan - Growth,INF760K01720,,18.8064,18.8064,18.8064,2017-07-31
111882,Canara Robeco Short Term Fund- Regular Plan - Monthly Dividend,INF760K01704,INF760K01712,10.1237,10.1237,10.1237,2017-07-31
112081,Canara Robeco Short Term Fund- Regular Plan - Weekly Dividend,,INF760K01738,10.1302,10.1302,10.1302,2017-07-31
103275,DSP BlackRock Income Opportunities Fund - Institutional Plan-Daily Dividend Reinvest,,,1025.0534,1014.8029,1025.0534,2017-07-31
103277,DSP BlackRock Income Opportunities Fund - Institutional Plan-Growth,INF740K01FN3,,2571.8645,2546.1459,2571.8645,2017-07-31
111785,DSP BlackRock Strategic Bond Fund - Regular Plan - Daily Dividend,,,1054.1287,1054.1287,1054.1287,2017-07-31
105665,DSP BlackRock Strategic Bond Fund - Regular Plan - Dividend,INF740K01QT7,INF740K01QW1,1382.3790,1382.3790,1382.3790,2017-07-31
105666,DSP BlackRock Strategic Bond Fund - Regular Plan - Growth,INF740K01QU5,,2205.1865,2205.1865,2205.1865,2017-07-31
105664,DSP BlackRock Strategic Bond Fund - Regular Plan - Monthly Dividend,INF740K01698,INF740K01QX9,1043.6291,1043.6291,1043.6291,2017-07-31
105877,DSP BlackRock Strategic Bond Fund - Regular Plan - Weekly Dividend,,,1054.1289,1054.1289,1054.1289,2017-07-31
104143,DSP BlackRock Ultra Short Fund - Institutional Plan - Daily Dividend Reinvest,,,1004.2306,1004.2306,1004.2306,2017-07-31
104142,DSP BlackRock Ultra Short Fund - Institutional Plan - Growth,INF740K01FS2,,2323.4245,2323.4245,2323.4245,2017-07-31
132851,HDFC Regular Savings Fund - Direct Option - Normal Dividend Option,INF179KA1D58,,12.9318,12.8348,12.9318,2017-07-31
132850,HDFC Regular Savings Fund - Regular Option - Normal Dividend Option,INF179KA1D74,,12.8884,12.7917,12.8884,2017-07-31
119079,HDFC Regular Savings Fund -Direct Plan - Growth Option,INF179K01YP0,,33.9471,33.6925,33.9471,2017-07-31
119078,HDFC Regular Savings Fund -Direct Plan - Monthly Dividend Option,INF179K01YN5,INF179K01YO3,10.341,10.2634,10.341,2017-07-31
101430,HDFC Regular Savings Fund-GROWTH,INF179K01AY2,,33.3238,33.0739,33.3238,2017-07-31
101431,HDFC Regular Savings Fund-Monthly Dividend Option,INF179K01AW6,INF179K01AX4,10.3733,10.2955,10.3733,2017-07-31
101098,ICICI Prudential Child Care Plan Study - Cumulative,INF109K01597,,68.2073,66.1611,68.2073,2017-07-31
120691,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,INF109K01Y56,,70.5972,68.4793,70.5972,2017-07-31
131621,ICICI Prudential Dynamic Bond Fund - Annual Dividend,INF109KA15C5,INF109KA14C8,11.3484,11.2349,11.3484,2017-07-31
122613,ICICI Prudential Dynamic Bond Fund - Bonus,INF109KA1350,,19.5709,19.3752,19.5709,2017-07-31
113055,ICICI Prudential Dynamic Bond Fund - Daily Dividend,INF109K01PJ8,,10.1359,10.0345,10.1359,2017-07-31
