Scheme Code,Scheme Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Net Asset Value,Repurchase Price,Sale Price,Date
108676,IDFC-Money Manager Fund-Treasury Plan-Plan B - Growth,INF194K01LT8,,13.2066,13.2066,13.2066,2008-07-12
108677,IDFC-Money Manager Fund-Treasury Plan-Plan B-Daily Div,INF194K01LY8,INF194K01LX0,10.0703,10.0703,10.0703,2008-07-12
108679,IDFC-Money Manager Fund-Treasury Plan-Plan B-Mon Div,INF194K01LV4,INF194K01LU6,0.0,0.0,0.0,2008-07-12
108678,IDFC-Money Manager Fund-Treasury Plan-Plan B-Weekly Div,INF194K01MB4,INF194K01MA6,10.0932,10.0932,10.0932,2008-07-12
108794,IDFC Liquid Fund - Daily Dividend,INF194K01GJ9,INF194K01GI1,1000.21,1000.21,1000.21,2008-07-12
108793,IDFC Liquid Fund - Growth,INF194K01GE0,,1185.0778,1185.0778,1185.0778,2008-07-12
108796,IDFC Liquid Fund - Monthly Dividend,INF194K01GG5,INF194K01GF7,1002.8874,1002.8874,1002.8874,2008-07-12
108795,IDFC Liquid Fund-Weekly Dividend,INF194K01GM3,INF194K01GL5,1000.4113,1000.4113,1000.4113,2008-07-12
106913,ING High Yield Liquidity Fund - Institutional Growth Option,,,10.0,10.0,10.0,2008-07-12
106914,ING High Yield Liquidity Fund - Institutional Quarterly Dividend Option,,,10.0,10.0,10.0,2008-07-12
106904,ING High Yield Liquidity Fund - Regular Daily Dividend Option,,,10.2739,10.2739,10.2739,2008-07-12
106912,ING High Yield Liquidity Fund- Institutional Bonus Option,,,10.0,10.0,10.0,2008-07-12
106909,ING High Yield Liquidity Fund- Institutional Daily Dividend Option,,,10.0,10.0,10.0,2008-07-12
106911,ING High Yield Liquidity Fund- Institutional Monthly Dividend Option,,,10.0,10.0,10.0,2008-07-12
106910,ING High Yield Liquidity Fund- Institutional Weekly Dividend Option,,,10.0,10.0,10.0,2008-07-12
106908,ING High Yield Liquidity Fund- Regular Bonus Option,,,10.0,10.0,10.0,2008-07-12
106903,ING High Yield Liquidity Fund- Regular Growth Option,,,10.375,10.375,10.375,2008-07-12
106907,ING High Yield Liquidity Fund- Regular Monthly Dividend Option,,,10.0,10.0,10.0,2008-07-12
106906,ING High Yield Liquidity Fund- Regular Quarterly Dividend Option,,,10.0,10.0,10.0,2008-07-12
106905,ING High Yield Liquidity Fund- Regular Weekly Dividend Option,,,10.2366,10.2366,10.2366,2008-07-12
100194,ING Liquid Fund-Auto Sweep Growth Option,,,10.0,10.0,10.0,2008-07-12
100195,ING Liquid Fund-Auto Sweep Weekly Dividend Option,,,10.0,10.0,10.0,2008-07-12
100198,ING Liquid Fund-Institutional Daily Dividend Option,INF084M01473,,10.0121,10.0121,10.0121,2008-07-12
100196,ING Liquid Fund-Institutional Growth Option,INF084M01465,,13.0226,13.0226,13.0226,2008-07-12
100197,ING Liquid Fund-Institutional Weekly Dividend Option,INF084M01499,INF084M01481,10.0659,10.0659,10.0659,2008-07-12
100192,ING Liquid Fund-Regular Daily Dividend Option,INF084M01432,,10.7873,10.7873,10.7873,2008-07-12
100190,ING Liquid Fund-Regular Growth Option,INF084M01424,,17.4727,17.4727,17.4727,2008-07-12
100191,ING Liquid Fund-Regular Weekly Dividend Option,INF084M01457,INF084M01440,10.8365,10.8365,10.8365,2008-07-12
100200,ING Liquid Fund-Super Institutional Daily Dividend Option,INF084M01515,,10.0048,10.0048,10.0048,2008-07-12
100199,ING Liquid Fund-Super Institutional Growth Option,INF084M01507,,12.3499,12.3499,12.3499,2008-07-12
100201,ING Liquid Fund-Super Institutional Weekly Dividend Option,INF084M01531,INF084M01523,10.0,10.0,10.0,2008-07-12
102802,ING Treasury Management Fund-Annual Dividend Option,,,10.5824,10.5824,10.5824,2008-07-12
102803,ING Treasury Management Fund-Bonus Option,,,12.8095,12.8095,12.8095,2008-07-12
102804,ING Treasury Management Fund-Daily Dividend Option,,,10.3588,10.3588,10.3588,2008-07-12
102798,ING Treasury Management Fund-Growth Option,,,12.8095,12.8095,12.8095,2008-07-12
102801,ING Treasury Management Fund-Half Yearly Dividend Option,,,10.5588,10.5588,10.5588,2008-07-12
102800,ING Treasury Management Fund-Quarterly Dividend Option,,,10.3711,10.3711,10.3711,2008-07-12
102799,ING Treasury Management Fund-Weekly Dividend Option,,,10.7882,10.7882,10.7882,2008-07-12
106513,PineBridge India Liquid Fund- Standard Plan-Daily Dividend Option,,INF178L01699,1000.8141,1000.8141,1000.8141,2008-07-12
106508,PineBridge India Liquid Fund- Standard Plan-Growth Option,INF178L01715,,1067.8206,1067.8206,1067.8206,2008-07-12
106509,PineBridge India Liquid Fund- Standard Plan-Weekly Dividend Option,,INF178L01764,1002.2164,1002.2164,1002.2164,2008-07-12
106506,PineBridge India Liquid Fund-Institutional Plan-Daily Dividend Option,,INF178L01616,1000.8059,1000.8059,1000.8059,2008-07-12
106511,PineBridge India Liquid Fund-Institutional Plan-Growth Option,INF178L01632,,1066.9564,1066.9564,1066.9564,2008-07-12
106507,PineBridge India Liquid Fund-Institutional Plan-Weekly Dividend Option,,INF178L01681,1002.2026,1002.2026,1002.2026,2008-07-12
106503,PineBridge India Liquid Fund-Retail Plan-DailyDividend Option,,INF178L01533,1000.781,1000.781,1000.781,2008-07-12
106514,PineBridge India Liquid Fund-Retail Plan-Growth Option,INF178L01558,,1064.1903,1064.1903,1064.1903,2008-07-12
106504,PineBridge India Liquid Fund-Retail Plan-Monthly Dividend Option,INF178L01566,INF178L01574,1004.6398,1004.6398,1004.6398,2008-07-12
106510,PineBridge India Liquid Fund-Retail Plan-Weekly Dividend Option,,INF178L01608,1002.1614,1002.1614,1002.1614,2008-07-12
101397,Sahara Liquid Fund-Fixed Pricing -  Weekly Dividend Option,,INF515L01064,1026.2355,1026.2355,1026.2355,2008-07-12
101393,Sahara Liquid Fund-Fixed Pricing - Daily Dividend Option,,INF515L01049,1024.9045,1024.9045,1024.9045,2008-07-12
101394,Sahara Liquid Fund-Fixed Pricing - Growth option,INF515L01056,,1481.8834,1481.8834,1481.8834,2008-07-12
101398,Sahara Liquid Fund-Fixed Pricing - Monthly Dividend Option,,INF515L01072,1028.0081,1028.0081,1028.0081,2008-07-12
101399,Sahara Liquid Fund-Variable Pricing - Daily Dividend option,,INF515L01080,1024.9262,1024.9262,1024.9262,2008-07-12
101402,Sahara Liquid Fund-Variable Pricing - Growth option,INF515L01114,,1490.281,1490.281,1490.281,2008-07-12
101400,Sahara Liquid Fund-Variable Pricing - Weekly Dividend Option,,INF515L01098,1024.9241,1024.9241,1024.9241,2008-07-12
101401,Sahara Liquid Fund-Variable Pricing- Monthly Dividend Option,,INF515L01106,1028.4289,1028.4289,1028.4289,2008-07-12
101206,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,INF200K01LQ9,,14.3118,14.3118,14.3118,2008-07-12
103140,SBI OVERNIGHT FUND - REGULAR PLAN - WEEKLY DIVIDEND,INF200K01LO4,INF200K01LP1,10.2831,10.2831,10.2831,2008-07-12
101408,BARODA LIQUID FUND- Regular Growth Option,INF955L01575,,14.5838,14.5838,14.5838,2008-07-12
101407,BARODA LIQUID FUND-Regular Dividend Option,INF955L01559,INF955L01567,12.5016,12.5016,12.5016,2008-07-12
101363,Canara Robeco Liquid Fund- INSTITUTIONAL-Daily Dividend Reinvestment,,INF760K01CC1,10.041,10.041,10.041,2008-07-12
101362,Canara Robeco Liquid Fund- INSTITUTIONAL-Growth,INF760K01CD9,,15.1194,15.1194,15.1194,2008-07-12
101361,Canara Robeco Liquid Fund- INSTITUTIONAL-Weekly dividend,,INF760K01CE7,10.041,10.041,10.041,2008-07-12
101364,Canara Robeco Liquid Fund-Retail-DRI,,INF760K01CF4,10.041,10.041,10.041,2008-07-12
101365,Canara Robeco Liquid Fund-Retail-Growth,INF760K01CH0,,15.1014,15.1014,15.1014,2008-07-12
108694,IDFC Cash Fund - Inst Plan B - Periodic Div,INF194K01VP5,INF194K01VO8,0.0,0.0,0.0,2008-07-12
108692,IDFC Cash Fund -Regular Plan-Daily Dividend,INF194K01VZ4,INF194K01VY7,10.0005,10.0005,10.0005,2008-07-12
108690,IDFC Cash Fund -Regular Plan-Growth,INF194K01VX9,,10.0789,10.0789,10.0789,2008-07-12
108693,IDFC Cash Fund -Regular Plan-Monthly Dividend,INF194K01WF4,INF194K01WE7,0.0,0.0,0.0,2008-07-12
108691,IDFC Cash Fund -Regular Plan-Weekly Dividend,INF194K01WI8,INF194K01WH0,0.0,0.0,0.0,2008-07-12
108779,IDFC Cash Fund-Plan A-Dividend (Daily),INF194K01VC3,INF194K01VB5,10.5819,10.5819,10.5819,2008-07-12
108778,IDFC Cash Fund-Plan A-Growth,INF194K01UX1,,14.8996,14.8996,14.8996,2008-07-12
