Scheme Code,Scheme Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Net Asset Value,Repurchase Price,Sale Price,Date
102652,ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option,,,12.4788,12.4788,12.4788,2006-11-17
102653,ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option,,,10.6805,10.6805,10.6805,2006-11-17
102654,ABN AMRO  Monthly Income Plan-Regular Plan-Quarterly Dividend Option,,,10.6836,10.6836,10.6836,2006-11-17
102645,ABN AMRO  Short Term Income Fund-Institutional Plan-Daily Dividend Option,,,10.0,10.0,10.0,2006-11-17
102644,ABN AMRO  Short Term Income Fund-Institutional Plan-Growth Option,,,11.298,11.298,11.298,2006-11-17
102646,ABN AMRO  Short Term Income Fund-Institutional Plan-Monthly Dividend Option,,,10.0337,10.0337,10.0337,2006-11-17
102647,ABN AMRO  Short Term Income Fund-Institutional Plan-Weekly Dividend Option,,,10.0019,10.0019,10.0019,2006-11-17
102649,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Daily Dividend Option,,,0.0,0.0,0.0,2006-11-17
102648,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Growth Option,,,10.7152,10.7152,10.7152,2006-11-17
102650,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Monthly Dividend Option,,,0.0,0.0,0.0,2006-11-17
102651,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Weekly Dividend Option,,,0.0,0.0,0.0,2006-11-17
102641,ABN AMRO  Short Term Income Fund-Regular Plan-Growth Option,,,11.1876,11.1876,11.1876,2006-11-17
102642,ABN AMRO  Short Term Income Fund-Regular Plan-Monthly Dividend Option,,,10.0325,10.0325,10.0325,2006-11-17
102643,ABN AMRO  Short Term Income Fund-Regular Plan-Weekly Dividend Option,,,10.0018,10.0018,10.0018,2006-11-17
102622,ABN AMRO Flexi Debt Fund-Regular Plan-Daily Dividend Option,,,10.0149,10.0149,10.0149,2006-11-17
102619,ABN AMRO Flexi Debt Fund-Regular Plan-Growth Option,,,11.2341,11.2341,11.2341,2006-11-17
102621,ABN AMRO Flexi Debt Fund-Regular Plan-Half-Yearly Dividend Option,,,10.1971,10.1971,10.1971,2006-11-17
102620,ABN AMRO Flexi Debt Fund-Regular Plan-Quarterly Dividend Option,,,10.203,10.203,10.203,2006-11-17
102623,ABN AMRO Flexi Debt Fund-Regular Plan-Weekly Dividend Option,,,10.017,10.017,10.017,2006-11-17
103291,ABN AMRO Money Plus Fund-Institutional Plan-Growth Option,,,10.7087,10.7087,10.7087,2006-11-17
103293,ABN AMRO Money Plus Fund-Institutional Plan-Monthly Dividend Option,,,10.0388,10.0388,10.0388,2006-11-17
103292,ABN AMRO Money Plus Fund-Institutional Plan-Weekly Dividend Option,,,10.0021,10.0021,10.0021,2006-11-17
103288,ABN AMRO Money Plus Fund-Regular Plan-Growth Option,,,10.6679,10.6679,10.6679,2006-11-17
103290,ABN AMRO Money Plus Fund-Regular Plan-Monthly Dividend Option,,,10.041,10.041,10.041,2006-11-17
103289,ABN AMRO Money Plus Fund-Regular Plan-Weekly Dividend Option,,,10.0022,10.0022,10.0022,2006-11-17
102855,Birla Sun Life Fixed Maturity Plan - Annual  Series 3-Dividend,,,10.606,10.3939,10.606,2006-11-17
102856,Birla Sun Life Fixed Maturity Plan - Annual  Series 3-Growth,,,11.3469,11.12,11.3469,2006-11-17
102754,Birla Sun Life Fixed Maturity Plan - Annual Series 1-Dividend,,,10.0768,9.8753,10.0768,2006-11-17
102755,Birla Sun Life Fixed Maturity Plan - Annual Series 1-Growth,,,11.3025,11.0764,11.3025,2006-11-17
102682,Birla Sun Life Fixed Maturity Plan - Quarterly Series II-Dividend,,,10.1303,9.9277,10.1303,2006-11-17
102683,Birla Sun Life Fixed Maturity Plan - Quarterly Series II-Growth,,,11.4091,11.1809,11.4091,2006-11-17
100970,Aditya Birla Sun Life MIP - Regular Plan - Growth,INF209K01694,,19.0079,18.8939,19.0079,2006-11-17
100971,Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend,INF209K01702,,11.2138,11.1465,11.2138,2006-11-17
100972,Aditya Birla Sun Life MIP - Regular Plan - Monthly Payment,INF209K01710,,19.0079,18.8939,19.0079,2006-11-17
101713,Aditya Birla Sun Life MIP II - Saving 5 Plan - Growth - Regular Plan,INF209K01728,,11.4301,11.4301,11.4301,2006-11-17
101711,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Regular Plan,INF209K01736,INF209K01DE3,10.2025,10.2025,10.2025,2006-11-17
101712,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Growth /Payment,INF209K01744,,11.4301,11.4301,11.4301,2006-11-17
103184,Aditya Birla Sun Life Monthly Income - Dividend - Regular Plan,INF209K01AX9,INF209K01DX3,10.8468,10.7383,10.8468,2006-11-17
103185,Aditya Birla Sun Life Monthly Income - Growth - Regular Plan,INF209K01AZ4,,25.0125,24.7624,25.0125,2006-11-17
103186,Aditya Birla Sun Life Monthly Income - Quarterly Dividend - Regular Plan,INF209K01AY7,INF209K01DY1,11.314,11.2009,11.314,2006-11-17
102670,BARODA PIONEER CHILDREN FUND-GIFT PLAN,,,10.496,10.391,10.496,2006-11-17
100576,DBS Chola Freedom Income -Short Term Fund-Cum- Institutional Plan,,,11.6992,11.6992,11.6992,2006-11-17
100575,DBS Chola Freedom Income -Short Term Fund-Regular - Cumulative,,,11.5615,11.5615,11.5615,2006-11-17
100574,DBS Chola Freedom Income -Short Term Fund-Regular-Monthly Dividend,,,10.961,10.961,10.961,2006-11-17
101192,DBS Chola Freedom Income-STF Regular-Semi Annual Dividend,,,11.4698,11.4698,11.4698,2006-11-17
101958,DBS Chola Liquid Fund - Institutional Plus Weekly Dividend,,,11.9315,11.9315,11.9315,2006-11-17
102019,DBS Chola Monthly Income Plan -Reg.-Quarterly Dividend Plan,,,10.6498,10.6498,10.6498,2006-11-17
102018,DBS Chola Monthly Income Plan -Regular - Cumulative Plan,,,13.1599,13.1599,13.1599,2006-11-17
101895,DBS Chola Monthly Income Plan-Regular-Monthly Dividend Plan,,,10.3871,10.3871,10.3871,2006-11-17
103137,DBS Chola Short Term Floating Rate Fund-Cumulative,,,10.8308,10.8308,10.8308,2006-11-17
103134,DBS Chola Short Term Floating Rate Fund-Dividend-Daily,,,10.0164,10.0164,10.0164,2006-11-17
103136,DBS Chola Short Term Floating Rate Fund-Dividend-Monthly,,,10.2229,10.2229,10.2229,2006-11-17
103135,DBS Chola Short Term Floating Rate Fund-Dividend-Weekly,,,10.2258,10.2258,10.2258,2006-11-17
